elementId,enterpriseId,name,dataType,status,description,structure,references
TBD,,auditGenericRead,enumeration,current,"Read access.","AUDIT_FAILURE;0x1;The audit type AUDIT_FAILURE is used to perform audits on all unsuccessful occurrences of specified events when auditing is enabled.||AUDIT_NONE;0x2;The audit type AUDIT_NONE is used to cancel all auditing options for the specified events.||AUDIT_SUCCESS;0x3;The audit type AUDIT_SUCCESS is used to perform audits on all successful occurrences of the specified events when auditing is enabled.||AUDIT_SUCCESS_FAILURE;0x4;The audit type AUDIT_SUCCESS_FAILURE is used to perform audits on all successful and unsuccessful occurrences of the specified events when auditing is enabled.||;0x5;The empty string value is permitted here to allow for detailed error reporting.||",
TBD,,sacmContentElement,list,current,"Associates SACM Content Element Metadata which provides information about the data source and type of security automation information with the actual security automation information.","list()",
TBD,,eventTrigger,string,current,"This value is used to express more complex trigger conditions that may cause the creation of an event.",,
TBD,,iflisteners,list,current,"Stores the results of checking for applications that are bound to an ethernet interface on the system.","list(interfaceName,physicalProtocol,hwAddress,programName,pid,userId)",
TBD,,auditStandardWriteDac,enumeration,current,"The right to modify the DACL in the object's security descriptor.","AUDIT_FAILURE;0x1;The audit type AUDIT_FAILURE is used to perform audits on all unsuccessful occurrences of specified events when auditing is enabled.||AUDIT_NONE;0x2;The audit type AUDIT_NONE is used to cancel all auditing options for the specified events.||AUDIT_SUCCESS;0x3;The audit type AUDIT_SUCCESS is used to perform audits on all successful occurrences of the specified events when auditing is enabled.||AUDIT_SUCCESS_FAILURE;0x4;The audit type AUDIT_SUCCESS_FAILURE is used to perform audits on all successful and unsuccessful occurrences of the specified events when auditing is enabled.||;0x5;The empty string value is permitted here to allow for detailed error reporting.||",
TBD,,collectionTimestamp,dateTimeSeconds,current,"The date and time when the posture information was collected or observed by a SACM Component.",,
TBD,,eventThresholdName,string,current,"If an event is created due to a crossed threshold, the threshold might have a name associated with it that can be expressed via this value.",,
TBD,,WGS84Latitude,float64,current,"a label that represents WGS 84 rev 2004 latitude.",,
TBD,,subAdministrativeDomain,string,current,"A label for related child domains an administrative domain can be composed of (used in the subject administrative-domain)",,
TBD,,genericWrite,boolean,current,"Write access.",,
TBD,,informationElementUnits,unsigned16,current,"A description of the units of an IPFIX Information Element.  These correspond to the units implicitly defined in the Information Element definitions in section 5 of the IPFIX Information Model [RFC5102]; see that section for more information on the types described in the informationElementsUnits sub-registry. This field may take the values in Table 3 below; the special value 0x00 (none) is used to note that the field is unitless.|| These types are registered in the IANA IPFIX Information Element Units subregistry; new types may be added on a First Come First Served [RFC5226] basis.",,
TBD,,dependency,string,current,"Refers to the name of a unit that was confirmed to be a dependency of the given unit.",,
TBD,,mibCaptureTimeSemantics,unsigned8,current,"Indicates when in the lifetime of the flow the MIB value was retrieved from the MIB for a mibObjectIdentifier.  This is used to indicate if the value exported was collected from the MIB closer to flow creation or flow export time and will refer to the Timestamp fields included in the same record.  This field SHOULD be used when exporting a mibObjectValue that specifies counters or statistics.|| If the MIB value was sampled by SNMP prior to the IPFIX Metering Process or Exporting Process retrieving the value (i.e., the data is already stale) and it's important to know the exact sampling time, then an additional observationTime* element should be paired with the OID using structured data. Similarly, if different mibCaptureTimeSemantics apply to different mibObject elements within the Data Record, then individual mibCaptureTimeSemantics should be paired with each OID using structured data.|| Values: 0.  undefined 1.  begin - The value for the MIB object is captured from the MIB when the Flow is first observed 2.  end - The value for the MIB object is captured from the MIB when the Flow ends 3.  export - The value for the MIB object is captured from the MIB at export time 4.  average - The value for the MIB object is an average of multiple captures from the MIB over the observed life of the Flow",,
TBD,,filepath,string,current,"Specifies the absolute path for a file on the machine. A directory cannot be specified as a filepath.",,
TBD,,keyWow6432Key,boolean,current,"",,
TBD,,gcos,string,current,"",,
TBD,,teId,string,current,"an identifying label that is created randomly, is supposed to be unique, and used to reference a specific target endpoint.",,
TBD,,networkInterface,orderedList,current,"Information about a network interface installed on an endpoint. The following high-level digram describes the structure of networkInterface information element.","orderedList(interfaceName,interfaceIndex,macAddress,interfaceType,flags)",
TBD,,serviceProtocol,string,current,"Specifies the protocol that is used by the service.",,
TBD,,inetd,list,current,"Holds information associated with different Internet services.","list(serviceProtocol,serviceName,serverProgram,serverArguments,endpointType,execAsUser,waitStatus)",
TBD,,highSensitivity,string,current,"Specifies the maximum range for a file or the clearance for a process.",,
TBD,,auditFileReadData,enumeration,current,"Grants the right to read data from the file.","AUDIT_FAILURE;0x1;The audit type AUDIT_FAILURE is used to perform audits on all unsuccessful occurrences of specified events when auditing is enabled.||AUDIT_NONE;0x2;The audit type AUDIT_NONE is used to cancel all auditing options for the specified events.||AUDIT_SUCCESS;0x3;The audit type AUDIT_SUCCESS is used to perform audits on all successful occurrences of the specified events when auditing is enabled.||AUDIT_SUCCESS_FAILURE;0x4;The audit type AUDIT_SUCCESS_FAILURE is used to perform audits on all successful and unsuccessful occurrences of the specified events when auditing is enabled.||;0x5;The empty string value is permitted here to allow for detailed error reporting.||",
TBD,,anyIE,category,current,"This category is a placeholder for any information element defined within the SACM Information Model. Its purpose is to provide an extension point in other information elements that enable them to support the specific needs of an enterprise, user, product, or service.",,
TBD,,netname,string,current,"Specifies the name associated with a particular shared resource.",,
TBD,,mibObjectValueUnsigned,unsigned64,current,"An IPFIX Information Element which denotes that an unsigned integer value of a MIB object will be exported.  The MIB Object Identifier (""mibObjectIdentifier"") for this field MUST be exported in a MIB Field Option or via another means. This Information Element is used for MIB objects with the Base Syntax of unsigned64 with IPFIX Reduced Size Encoding used as required. The value is encoded as per the standard IPFIX Abstract Data Type of unsigned64.",,
TBD,,internetService,list,current,"Holds information associated with Internet services.","list(serviceProtocol,serviceName,flags,noAccess,onlyFrom,port,server,serverArguments,socketType,registeredServiceType,user,wait,disabled)",
TBD,,auditStandardSynchronize,enumeration,current,"The right to use the object for synchronization. This enables a thread to wait until the object is in the signaled state. Some object types do not support this access right.","AUDIT_FAILURE;0x1;The audit type AUDIT_FAILURE is used to perform audits on all unsuccessful occurrences of specified events when auditing is enabled.||AUDIT_NONE;0x2;The audit type AUDIT_NONE is used to cancel all auditing options for the specified events.||AUDIT_SUCCESS;0x3;The audit type AUDIT_SUCCESS is used to perform audits on all successful occurrences of the specified events when auditing is enabled.||AUDIT_SUCCESS_FAILURE;0x4;The audit type AUDIT_SUCCESS_FAILURE is used to perform audits on all successful and unsuccessful occurrences of the specified events when auditing is enabled.||;0x5;The empty string value is permitted here to allow for detailed error reporting.||",
TBD,,foreignPort,string,current,"The TCP or UDP port to which the program communicates.",,
TBD,,sticky,boolean,current,"Indicates whether users can delete each other's files in this directory, when said directory is writable by those users.",,
TBD,,ipv6AddressSubnetMask,string,current,"An IPv6 subnet bitmask.",,
TBD,,informationElementDataType,unsigned8,current,"A description of the abstract data type of an IPFIX information element.These are taken from the abstract data types defined in section 3.1 of the IPFIX Information Model [RFC5102]; see that section for more information on the types described in the informationElementDataType sub-registry.|| These types are registered in the IANA IPFIX Information Element Data Type subregistry.  This subregistry is intended to assign numbers for type names, not to provide a mechanism for adding data types to the IPFIX Protocol, and as such requires a Standards Action [RFC5226] to modify.",,
TBD,,auditKeyCreateSubKey,enumeration,current,"","AUDIT_FAILURE;0x1;The audit type AUDIT_FAILURE is used to perform audits on all unsuccessful occurrences of specified events when auditing is enabled.||AUDIT_NONE;0x2;The audit type AUDIT_NONE is used to cancel all auditing options for the specified events.||AUDIT_SUCCESS;0x3;The audit type AUDIT_SUCCESS is used to perform audits on all successful occurrences of the specified events when auditing is enabled.||AUDIT_SUCCESS_FAILURE;0x4;The audit type AUDIT_SUCCESS_FAILURE is used to perform audits on all successful and unsuccessful occurrences of the specified events when auditing is enabled.||;0x5;The empty string value is permitted here to allow for detailed error reporting.||",
TBD,,endpointType,enumeration,current,"The endpoint type (aka, socket type) associated with the service.","stream;0x1;The stream value is used to describe a stream socket.||dgram;0x2;The dgram value is used to describe a datagram socket.||raw;0x3;The raw value is used to describe a raw socket.||seqpacket;0x4;The seqpacket value is used to describe a sequenced packet socket.||tli;0x5;The tli value is used to describe all TLI endpoints.||sunrpc_tcp;0x6;The sunrpc_tcp value is used to describe all SUNRPC TCP endpoints.||sunrpc_udp;0x7;The sunrpc_udp value is used to describe all SUNRPC UDP endpoints.||;0x8;The empty string value is permitted here to allow for detailed error reporting.||",
TBD,,fileReadAttributes,boolean,current,"Grants the right to read file attributes.",,
TBD,,phoneNumber,string,current,"A label that expresses the U.S. national phone number (e.g. pattern value=""((\d{3}) )?\d{3}-\d{4}"").",,
TBD,,mibContextEngineID,octetArray,current,"A mibContextEngineID that specifies the SNMP engine ID for a MIB field being exported over IPFIX. Definition as per [RFC3411] section 3.3.",,
TBD,,auditKeySetValue,enumeration,current,"","AUDIT_FAILURE;0x1;The audit type AUDIT_FAILURE is used to perform audits on all unsuccessful occurrences of specified events when auditing is enabled.||AUDIT_NONE;0x2;The audit type AUDIT_NONE is used to cancel all auditing options for the specified events.||AUDIT_SUCCESS;0x3;The audit type AUDIT_SUCCESS is used to perform audits on all successful occurrences of the specified events when auditing is enabled.||AUDIT_SUCCESS_FAILURE;0x4;The audit type AUDIT_SUCCESS_FAILURE is used to perform audits on all successful and unsuccessful occurrences of the specified events when auditing is enabled.||;0x5;The empty string value is permitted here to allow for detailed error reporting.||",
TBD,,systemdunitproperty,list,current,"Stores the properties and values of a systemd unit.","list(unit,property,systemdunitValue)",
TBD,,mibObjectName,string,current,"The name (called a descriptor in [RFC2578] of an object type definition.",,
TBD,,rawhighSensitivity,string,current,"Specifies the maximum range for a file or the clearance for a process but in its raw context.",,
TBD,,registryKeyValue,string,current,"Holds the actual value of the specified registry key. The representation of the value as well as the associated datatype attribute depends on type of data stored in the registry key. If the value being tested is of type REG_BINARY, then the datatype attribute should be set to 'binary' and the data represented by the value entity should follow the xsd:hexBinary form. (each binary octet is encoded as two hex digits) If the value being tested is of type REG_DWORD, REG_QWORD, REG_DWORD_LITTLE_ENDIAN, REG_DWORD_BIG_ENDIAN, or REG_QWORD_LITTLE_ENDIAN then the datatype attribute should be set to 'int' and the value entity should represent the data as an unsigned integer. DWORD and QWORD values represnt unsigned 32-bit and 64-bit integers, respectively. If the value being tested is of type REG_EXPAND_SZ, then the datatype attribute should be set to 'string' and the pre-expanded string should be represented by the value entity. If the value being tested is of type REG_MULTI_SZ, then only a single string (one of the multiple strings) should be tested using the value entity with the datatype attribute set to 'string'. In order to test multiple values, multiple OVAL registry tests should be used. If the specified registry key is of type REG_SZ, then the datatype should be 'string' and the value entity should be a copy of the string. If the value being tested is of type REG_LINK, then the datatype attribute should be set to 'string' and the null-terminated Unicode string should be represented by the value entity.",,
TBD,,standardSynchronize,boolean,current,"The right to use the object for synchronization. This enables a thread to wait until the object is in the signaled state. Some object types do not support this access right.",,
TBD,,sacmUserId,string,current,"a label that references a specific user known in a SACM domain.",,
TBD,,file,list,current,"The metadata associated with a file on the endpoint.","list(filepath,path,filename,fileType,userId,aTime,cTime,mTime,size)",
TBD,,teAssessmentState,string,current,"a set of types that defines the state of assessment of a target-endpoint (e.g. in-discovery, discovered, in-classification, classified, in-assessment, assessed).",,
TBD,,interfaceDescription,string,current,"The description of an interface, eg ""FastEthernet 1/0"" or ""ISP connection"".",,
TBD,,wait,boolean,current,"Specifies whether or not the service is single-threaded or multi-threaded and whether or not xinetd accepts the connection or the service accepts the connection. A value of 'true' indicates that the service is single-threaded and the service will accept the connection. A value of 'false' indicates that the service is multi- threaded and xinetd will accept the connection.",,
TBD,,mibObjectValueTable,orderedList,current,"An IPFIX Information Element which denotes that a complete or partial conceptual table will be exported.  The MIB Object Identifier (""mibObjectIdentifier"") for this field MUST be exported in a MIB Field Option or via another means. This Information Element is used for MIB objects with a SYNTAX of SEQUENCE.  This is encoded as a subTemplateList of mibObjectValue Information Elements.  The template specified in the subTemplateList MUST be an Options Template and MUST include all the Objects listed in the INDEX clause as Scope Fields.","orderedList(mibObjectValueRow+)",
TBD,,fileExecute,boolean,current,"Grants the right to execute a file.",,
TBD,,auditStandardWriteOwner,enumeration,current,"The right to change the owner in the object's security descriptor.","AUDIT_FAILURE;0x1;The audit type AUDIT_FAILURE is used to perform audits on all unsuccessful occurrences of specified events when auditing is enabled.||AUDIT_NONE;0x2;The audit type AUDIT_NONE is used to cancel all auditing options for the specified events.||AUDIT_SUCCESS;0x3;The audit type AUDIT_SUCCESS is used to perform audits on all successful occurrences of the specified events when auditing is enabled.||AUDIT_SUCCESS_FAILURE;0x4;The audit type AUDIT_SUCCESS_FAILURE is used to perform audits on all successful and unsuccessful occurrences of the specified events when auditing is enabled.||;0x5;The empty string value is permitted here to allow for detailed error reporting.||",
TBD,,mibObjectValueOctetString,octetArray,current,"An IPFIX Information Element which denotes that an Octet String or Opaque value of a MIB object will be exported. The MIB Object Identifier (""mibObjectIdentifier"") for this field MUST be exported in a MIB Field Option or via another means. This Information Element is used for MIB objects with the Base Syntax of OCTET STRING and Opaque. The value is encoded as per the standard IPFIX Abstract Data Type of octetArray.",,
TBD,,applicationManufacturer,string,current,"The name of the vendor that created the application.",,
TBD,,mibObjectValueIPAddress,ipv4Address,current,"An IPFIX Information Element which denotes that the IPv4 Address of a MIB object will be exported.  The MIB Object Identifier (""mibObjectIdentifier"") for this field MUST be exported in a MIB Field Option or via another means.  This Information Element is used for MIB objects with the Base Syntax of IPaddress. The value is encoded as per the standard IPFIX Abstract Data Type of ipv4Address.",,
TBD,,sourceIPv6PrefixLength,unsigned8,current,"The number of contiguous bits that are relevant in the sourceIPv6Prefix Information Element.",,
TBD,,networkId,string,current,"Most networks such as AS, OSBF domains, or VLANs can have an ID.",,
TBD,,group,string,current,"Represents the name of a particular group.",,
TBD,,auditKeyWow6432Key,enumeration,current,"","AUDIT_FAILURE;0x1;The audit type AUDIT_FAILURE is used to perform audits on all unsuccessful occurrences of specified events when auditing is enabled.||AUDIT_NONE;0x2;The audit type AUDIT_NONE is used to cancel all auditing options for the specified events.||AUDIT_SUCCESS;0x3;The audit type AUDIT_SUCCESS is used to perform audits on all successful occurrences of the specified events when auditing is enabled.||AUDIT_SUCCESS_FAILURE;0x4;The audit type AUDIT_SUCCESS_FAILURE is used to perform audits on all successful and unsuccessful occurrences of the specified events when auditing is enabled.||;0x5;The empty string value is permitted here to allow for detailed error reporting.||",
TBD,,layer4PortAddress,unsigned32,current,"A layer 4 port address typically associated with TCP and UDP protocols.",,
TBD,,canonicalPath,string,current,"Specifies the canonical path for the target of the symbolic link file specified by the filepath.",,
TBD,,physicalProtocol,enumeration,current,"The physical layer protocol used by the AF_PACKET socket.","ETH_P_LOOP;0x1;Ethernet loopback packet.||ETH_P_PUP;0x2;Xerox PUP packet.||ETH_P_PUPAT;0x3;Xerox PUP Address Transport packet.||ETH_P_IP;0x4;Internet protocol packet.||ETH_P_X25;0x5;CCITT X.25 packet.||ETH_P_ARP;0x6;Address resolution packet.||ETH_P_BPQ;0x7;G8BPQ AX.25 ethernet packet.||ETH_P_IEEEPUP;0x8;Xerox IEEE802.3 PUP packet.||ETH_P_IEEEPUPAT;0x9;Xerox IEEE802.3 PUP address transport packet.||ETH_P_DEC;0xA;DEC assigned protocol.||ETH_P_DNA_DL;0xB;DEC DNA Dump/Load.||ETH_P_DNA_RC;0xC;DEC DNA Remote Console.||ETH_P_DNA_RT;0xD;DEC DNA Routing.||ETH_P_LAT;0xE;DEC LAT.||ETH_P_DIAG;0xF;DEC Diagnostics.||ETH_P_CUST;0x10;DEC Customer use.||ETH_P_SCA;0x11;DEC Systems Comms Arch.||ETH_P_RARP;0x12;Reverse address resolution packet.||ETH_P_ATALK;0x13;Appletalk DDP.||ETH_P_AARP;0x14;Appletalk AARP.||ETH_P_8021Q;0x15;802.1Q VLAN Extended Header.||ETH_P_IPX;0x16;IPX over DIX.||ETH_P_IPV6;0x17;IPv6 over bluebook.||ETH_P_SLOW;0x18;Slow Protocol. See 802.3ad 43B.||ETH_P_WCCP;0x19;Web-cache coordination protocol.||ETH_P_PPP_DISC;0x1A;PPPoE discovery messages.||ETH_P_PPP_SES;0x1B;PPPoE session messages.||ETH_P_MPLS_UC;0x1C;MPLS Unicast traffic.||ETH_P_MPLS_MC;0x1D;MPLS Multicast traffic.||ETH_P_ATMMPOA;0x1E;MultiProtocol Over ATM.||ETH_P_ATMFATE;0x1F;Frame-based ATM Transport over Ethernet.||ETH_P_AOE;0x20;ATA over Ethernet.||ETH_P_TIPC;0x21;TIPC.||ETH_P_802_3;0x22;Dummy type for 802.3 frames.||ETH_P_AX25;0x23;Dummy protocol id for AX.25.||ETH_P_ALL;0x24;Every packet.||ETH_P_802_2;0x25;802.2 frames.||ETH_P_SNAP;0x26;Internal only.||ETH_P_DDCMP;0x27;DEC DDCMP: Internal only||ETH_P_WAN_PPP;0x28;Dummy type for WAN PPP frames.||ETH_P_PPP_MP;0x29;Dummy type for PPP MP frames.||ETH_P_PPPTALK;0x2A;Dummy type for Atalk over PPP.||ETH_P_LOCALTALK;0x2B;Localtalk pseudo type.||ETH_P_TR_802_2;0x2C;802.2 frames.||ETH_P_MOBITEX;0x2D;Mobitex.||ETH_P_CONTROL;0x2E;Card specific control frames.||ETH_P_IRDA;0x2F;Linux-IrDA.||ETH_P_ECONET;0x30;Acorn Econet.||ETH_P_HDLC;0x31;HDLC frames.||ETH_P_ARCNET;0x32;1A for ArcNet.||;0x33;The empty string value is permitted here to allow for detailed error reporting.||",
TBD,,destination,ipAddress,current,"The destination IP address prefix of the routing table entry.",,
TBD,,programName,string,current,"The name of the communicating program.",,
TBD,,serverProgram,string,current,"Either the pathname of a server program to be invoked by inetd to perform the requested service, or the value internal if inetd itself provides the service.",,
TBD,,keySetValue,boolean,current,"Specifies whether or not permission is granted to set the key's value.",,
TBD,,localPort,unsigned32,current,"This is the TCP or UDP port being listened to.",,
TBD,,contentAction,string,current,"A set of types that express a type of action (e.g. add, delete, update). It can be associated, for instance, with an event subject or with a network observation.",,
TBD,,socketType,string,current,"Specifies the type of socket that is used by the service. Possible values include: stream, dgram, raw, or seqpacket.",,
TBD,,highCategory,string,current,"Specifies the set of categories associated with the high sensitivity.",,
TBD,,privilegeName,string,current,"The attribute name of the privilege represented as an AVP.",,
TBD,,targetEndpointIdentifier,list,current,"A set of attributes that uniquely identify a target endpoint on the network.","list(anyIE+)",
TBD,,sourceIPv4PrefixLength,unsigned8,current,"The number of contiguous bits that are relevant in the sourceIPv4Prefix Information Element.",,
TBD,,dataSource,string,current,"A label that is supposed to uniquely identify the data source (e.g. a target endpoint or sensor) that provided an initial endpoint attribute record.",,
TBD,,subgroup,string,current,"Represents the name of a particular subgroup in the specified group.",,
TBD,,serviceType,enumeration,current," Specifies the type of the service.","SERVICE_FILE_SYSTEM_DRIVER;0x1;The SERVICE_FILE_SYSTEM_DRIVER type means that the service is a file system driver. The DWORD value that this corresponds to is 0x00000002.||SERVICE_KERNEL_DRIVER;0x2;The SERVICE_KERNEL_DRIVER type means that the service is a driver. The DWORD value that this corresponds to is 0x00000001.||SERVICE_WIN32_OWN_PROCESS;0x3;The SERVICE_WIN32_OWN_PROCESS type means that the service runs in its own process. The DWORD value that this corresponds to is 0x00000010.||SERVICE_WIN32_SHARE_PROCESS;0x4;The SERVICE_WIN32_SHARE_PROCESS type means that the service runs in a process with other services. The DWORD value that this corresponds to is 0x00000020.||SERVICE_INTERACTIVE_PROCESS;0x5;The SERVICE_WIN32_SHARE_PROCESS type means that the service runs in a process with other services. The DWORD value that this corresponds to is 0x00000100.||;0x6;The empty string value is permitted here to allow for empty elements associated with error conditions.||",
TBD,,mibObjectValueBits,octetArray,current,"An IPFIX Information Element which denotes that a set of Enumerated flags or bits from a MIB object will be exported. The MIB Object Identifier (""mibObjectIdentifier"") for this field MUST be exported in a MIB Field Option or via another means. This Information Element is used for MIB objects with the Base Syntax of BITS.  The flags or bits are encoded as per the standard IPFIX Abstract Data Type of octetArray, with sufficient length to accommodate the required number of bits.  If the number of bits is not an integer multiple of octets then the most significant bits at end of the octetArray MUST be set to zero.",,
TBD,,layer2NetworkLocation,string,current,"The location of a layer-2 interface on the network (e.g. link-layer neighborhood, shared broadcast domain).",,
TBD,,enabled,boolean,current,"Represents whether the particular user is enabled or not.",,
TBD,,locationName,string,current,"A value that represents a named region of physical space.",,
TBD,,sharedresourceeffectiverights,list,current,"Stores the effective rights of a shared resource that a discretionary access control list (DACL) structure grants to a specified trustee. The trustee's effective rights are determined checking all access-allowed and access-denied access control entries (ACEs) in the DACL.","list(netname,trusteeSid,standardDelete,standardReadControl,standardWriteDac,standardWriteOwner,standardSynchronize,accessSystemSecurity,genericRead,genericWrite,genericExecute,genericAll)",
TBD,,symlinkFilepath,string,current,"Specifies the filepath to the subject symbolic link file.",,
TBD,,confidence,string,current,"A representation of the subjective probability that the assessed value is correct. If no confidence value is given, it is assumed that the confidence is 1. Acceptable values are between 0 and 1.",,
TBD,,bytesReceived,string,current,"A value that represents a number of octets received on a network interface.",,
TBD,,trusteeSid,string,current,"Specifies the SID that is associated with a user, group, system, or program (such as a Windows service).",,
TBD,,birthdate,string,current,"A label for the registered day of birth of a natural person (e.g. the date of birth of a person as an ISO date string).",,http://rs.tdwg.org/ontology/voc/Person#birthdate
TBD,,auditStandardDelete,enumeration,current,"The right to delete the object.","AUDIT_FAILURE;0x1;The audit type AUDIT_FAILURE is used to perform audits on all unsuccessful occurrences of specified events when auditing is enabled.||AUDIT_NONE;0x2;The audit type AUDIT_NONE is used to cancel all auditing options for the specified events.||AUDIT_SUCCESS;0x3;The audit type AUDIT_SUCCESS is used to perform audits on all successful occurrences of the specified events when auditing is enabled.||AUDIT_SUCCESS_FAILURE;0x4;The audit type AUDIT_SUCCESS_FAILURE is used to perform audits on all successful and unsuccessful occurrences of the specified events when auditing is enabled.||;0x5;The empty string value is permitted here to allow for detailed error reporting.||",
TBD,,dependencies,string,current,"Specifies the dependencies of this service on other services.",,
TBD,,lockoutDuration,unsigned32,current,"Specifies, in seconds, how long a locked account remains locked before it is automatically unlocked.",,
TBD,,displayName,string,current,"Specifies the name of the service as specified in administrative tools.",,
TBD,,auditFileWriteData,enumeration,current,"Grants the right to write data to the file.","AUDIT_FAILURE;0x1;The audit type AUDIT_FAILURE is used to perform audits on all unsuccessful occurrences of specified events when auditing is enabled.||AUDIT_NONE;0x2;The audit type AUDIT_NONE is used to cancel all auditing options for the specified events.||AUDIT_SUCCESS;0x3;The audit type AUDIT_SUCCESS is used to perform audits on all successful occurrences of the specified events when auditing is enabled.||AUDIT_SUCCESS_FAILURE;0x4;The audit type AUDIT_SUCCESS_FAILURE is used to perform audits on all successful and unsuccessful occurrences of the specified events when auditing is enabled.||;0x5;The empty string value is permitted here to allow for detailed error reporting.||",
TBD,,keyEnumerateSubKeys,boolean,current,"Specifies whether or not permission is granted to list the subkeys associated with key.",,
TBD,,hostName,string,current,"A label typically associated with an endpoint, but, not always intended to be unique given scope.",,
TBD,,serviceQueryConf,boolean,current,"Specifies whether or not permission is granted to query the service configuration.",,
TBD,,auditStandardReadControl,enumeration,current,"The right to read the information in the object's security descriptor, not including the information in the SACL.","AUDIT_FAILURE;0x1;The audit type AUDIT_FAILURE is used to perform audits on all unsuccessful occurrences of specified events when auditing is enabled.||AUDIT_NONE;0x2;The audit type AUDIT_NONE is used to cancel all auditing options for the specified events.||AUDIT_SUCCESS;0x3;The audit type AUDIT_SUCCESS is used to perform audits on all successful occurrences of the specified events when auditing is enabled.||AUDIT_SUCCESS_FAILURE;0x4;The audit type AUDIT_SUCCESS_FAILURE is used to perform audits on all successful and unsuccessful occurrences of the specified events when auditing is enabled.||;0x5;The empty string value is permitted here to allow for detailed error reporting.||",
TBD,,startTime,string,current,"The time of day the process started.",,
TBD,,noAccess,string,current,"Specifies the remote hosts to which the service is unavailable.",,
TBD,,softwareClass,enumeration,current,"The class of the software instance.","Unknown;0x1;The class is not known.||Other;0x2;The class is known, but, something other than a value listed in the enumeration.||Driver;0x3;The class is a device driver.||Configuration Software;0x4;The class is configuration software.||Application Software;0x5;The class is application software.||Instrumentation;0x6;The class is instrumentation.||Diagnostic Software;0x8;The class is diagnostic software.||Operating System;0x9;The class is operating system.||Middleware;0xA;The class is middleware.||Firmware;0xB;The class is firmware.||BIOS/FCode;0xC;The class is BIOS or FCode.||Support/Service Pack;0xD;The class is a support or service pack.||Software Bundle;0xE;The class is a software bundle. References: See Classifications of the DMTF CIM_SoftwareIdentity schema.||",
TBD,,protocolIdentifier,unsigned8,current,"The value of the protocol number in the IP packet header. The protocol number identifies the IP packet payload type. Protocol numbers are defined in the IANA Protocol Numbers registry.|| In Internet Protocol version 4 (IPv4), this is carried in the Protocol field.  In Internet Protocol version 6 (IPv6), this is carried in the Next Header field in the last extension header of the packet.",,
TBD,,expWarn,unsigned32,current,"Describes how long before password expiration the system begins warning the user.",,
TBD,,publicKey,string,current,"The value of a public key (regardless of its method of creation, crypto-system, or signature scheme) that can be collected from a target endpoint.",,
TBD,,runlevelInfo,list,current,"Information about the start or kill state of a specified service at a given runlevel.","list(serviceName,runlevel,start,kill)",
TBD,,patchId,string,current,"A label the uniquely identifies a specific software patch.",,
TBD,,printereffectiverights,list,current,"Stores the effective rights of a printer that a discretionary access control list (DACL) structure grants to a specified trustee. The trustee's effective rights are determined checking all access-allowed and access-denied access control entries (ACEs) in the DACL.","list(printerName,trusteeSid,standardDelete,standardReadControl,standardWriteDac,standardWriteOwner,standardSynchronize,accessSystemSecurity,genericRead,genericWrite,genericExecute,genericAll,printerAccessAdminister,printerAccessUse,jobAccessAdminister,jobAccessRead)",
TBD,,mibObjectValueRow,orderedList,current,"An IPFIX Information Element which denotes that a single row of a conceptual table will be exported. The MIB Object Identifier (""mibObjectIdentifier"") for this field MUST be exported in a MIB Field Option or via another means.  This Information Element is used for MIB objects with a SYNTAX of SEQUENCE.  This is encoded as a subTemplateList of mibObjectValue Information Elements.  The subTemplateList exported MUST contain exactly one row (i.e., one instance of the subtemplate).  The template specified in the subTemplateList MUST be an Options Template and MUST include all the Objects listed in the INDEX clause as Scope Fields.","orderedList(mibObjectValue+)",
TBD,,fileDeleteChild,boolean,current,"Right to delete a directory and all the files it contains (its children), even if the files are read-only.",,
TBD,,softwareLastUpdated,dateTimeSeconds,current,"The date and time when the software instance was last updated on the system (e.g., new version instlalled or patch applied)",,
TBD,,collectorIPv6Address,ipv6Address,current,"An IPv6 address to which the Exporting Process sends Flow information.",,
TBD,,kill,boolean,current,"Specifies whether the service is scheduled to be killed at the runlevel.",,
TBD,,interfaceName,string,current,"A short name uniquely describing an interface, eg ""Eth1/0"". See [RFC2863] for the definition of the ifName object.",,
TBD,,execAsUser,string,current,"The user id of the user the server program should run under.",,
TBD,,accessPrivilegeType,string,current,"A set of types that represent access privileges (read, write, none, etc.).",,
TBD,,passwordComplexity,boolean,current,"Indicates whether passwords must meet the complexity requirements put forth by the operating system.",,
TBD,,exporterIPv4Address,ipv4Address,current,"The IPv4 address used by the Exporting Process. This is used by the Collector to identify the Exporter in cases where the identity of the Exporter may have been obscured by the use of a proxy.",,
TBD,,passwordpolicy,list,current,"Specifies policy information associated with passwords.","list(maxPasswdAge,minPasswdAge,minPasswdLen,passwordHistLen,passwordComplexity,reversibleEncryption)",
TBD,,privilegeValue,string,current,"The value content of the privilege represented as an AVP.",,
TBD,,WGS84Longitude,float64,current,"a label that represents WGS 84 rev 2004 longitude.",,
TBD,,mTime,dateTimeSeconds,current,"The time of the last change to the file's contents.",,
TBD,,ipv6AddressValue,ipv6Address,current,"An IPv6 subnet bitmask in CIDR notation. a network interface.",,
TBD,,standardWriteDac,boolean,current,"The right to modify the DACL in the object's security descriptor.",,
TBD,,startName,string,current,"Specifies the account under which the process should run.",,
TBD,,expInact,unsigned32,current,"Describes how many days of account inactivity the system will wait after a password expires before locking the account.",,
